ID	adj.P.Val	P.Value	Gene.symbol	Gene.title	Gene.ID
8132858	0.8684402	6.16e-01			
8076007	0.86863201	6.16e-01	BAIAP2L2	BAI1 associated protein 2 like 2	80115
8161727	0.86863201	6.16e-01	ABHD17B	abhydrolase domain containing 17B	51104
7936925	0.8686328	6.16e-01	FLJ37035	uncharacterized LOC399821	399821
7894991	0.8686328	6.16e-01			
8054794	0.8686328	6.16e-01			
8107985	0.86864014	6.16e-01	CCNI2	cyclin I family member 2	645121
7910466	0.86864014	6.16e-01	CAPN9	calpain 9	10753
8141661	0.86864014	6.16e-01			
8076668	0.86864014	6.16e-01	KIAA1644	KIAA1644	85352
8089230	0.86864014	6.16e-01			
8065693	0.86864014	6.16e-01	NECAB3	N-terminal EF-hand calcium binding protein 3	63941
8118655	0.86864014	6.16e-01	B3GALT4	beta-1,3-galactosyltransferase 4	8705
8178264	0.86864014	6.16e-01	B3GALT4	beta-1,3-galactosyltransferase 4	8705
8179555	0.86864014	6.16e-01	B3GALT4	beta-1,3-galactosyltransferase 4	8705
7896456	0.86864014	6.17e-01			
8065880	0.86864014	6.17e-01	FAM83C	family with sequence similarity 83 member C	128876
8071806	0.86864014	6.17e-01	DDTL///LOC391322///DDT	D-dopachrome tautomerase-like///D-dopachrome tautomerase-like///D-dopachrome tautomerase	100037417///391322///1652
8088908	0.86864014	6.17e-01			
8084726	0.86864014	6.17e-01	RTP1	receptor transporter protein 1	132112
8054798	0.86864014	6.17e-01			
8180208	0.86864014	6.17e-01			
7968128	0.86864014	6.17e-01	PABPC3	poly(A) binding protein cytoplasmic 3	5042
7999920	0.86864014	6.17e-01	GP2	glycoprotein 2	2813
7916130	0.86864014	6.17e-01	KTI12///TXNDC12	KTI12 chromatin associated homolog///thioredoxin domain containing 12	112970///51060
8090464	0.86864014	6.17e-01	DNAJB8	DnaJ heat shock protein family (Hsp40) member B8	165721
8035146	0.86864014	6.17e-01	CALR3	calreticulin 3	125972
8034843	0.86864014	6.17e-01	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7	4713
8038225	0.86864014	6.17e-01	PLEKHA4	pleckstrin homology domain containing A4	57664
8052680	0.86864014	6.17e-01	RAB1A	RAB1A, member RAS oncogene family	5861
8169352	0.86864014	6.17e-01	NXT2	nuclear transport factor 2 like export factor 2	55916
8127380	0.86864014	6.17e-01	LGSN	lengsin, lens protein with glutamine synthetase domain	51557
7913883	0.86864014	6.17e-01	PAFAH2	platelet activating factor acetylhydrolase 2	5051
8143296	0.86864014	6.17e-01	KLRG2	killer cell lectin like receptor G2	346689
8106767	0.86864014	6.17e-01			
8067593	0.86864014	6.17e-01	YTHDF1	YTH N6-methyladenosine RNA binding protein 1	54915
7901309	0.86864014	6.17e-01	FOXE3	forkhead box E3	2301
8062603	0.86869784	6.17e-01	TOP1	topoisomerase (DNA) I	7150
8024676	0.86869784	6.17e-01	GIPC3	GIPC PDZ domain containing family member 3	126326
7932308	0.86869784	6.17e-01	C1QL3	complement C1q like 3	389941
8042251	0.86874012	6.17e-01	OTX1	orthodenticle homeobox 1	5013
7896952	0.86874704	6.17e-01	ATAD3A	ATPase family, AAA domain containing 3A	55210
8010673	0.86876204	6.17e-01	SLC25A10	solute carrier family 25 member 10	1468
8138770	0.86876204	6.17e-01	HOXA13	homeobox A13	3209
7920341	0.86876204	6.17e-01	GATAD2B	GATA zinc finger domain containing 2B	57459
7898483	0.86876204	6.17e-01	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like	55160
7956417	0.86881215	6.17e-01			
7938925	0.86881215	6.17e-01	NELL1	neural EGFL like 1	4745
8006409	0.86881215	6.17e-01	CDK5R1	cyclin dependent kinase 5 regulatory subunit 1	8851
7901804	0.86881215	6.17e-01	PATJ	PATJ, crumbs cell polarity complex component	10207
7987772	0.86881215	6.17e-01	EHD4	EH domain containing 4	30844
8017344	0.8688304	6.18e-01	LOC100129112	uncharacterized LOC100129112	100129112
7900407	0.86887681	6.18e-01			
7895512	0.86887681	6.18e-01			
8157632	0.86887681	6.18e-01	MORN5	MORN repeat containing 5	254956
7893993	0.86894534	6.18e-01			
7912385	0.86894534	6.18e-01	EXOSC10	exosome component 10	5394
7899750	0.8689816	6.18e-01	FAM167B	family with sequence similarity 167 member B	84734
7940287	0.8689816	6.18e-01	MS4A1	membrane spanning 4-domains A1	931
7893249	0.8689816	6.18e-01			
7898371	0.8689816	6.18e-01	FAM231A///LOC388692	family with sequence similarity 231 member A///uncharacterized LOC388692	729574///388692
7912861	0.8689816	6.18e-01	FAM231A///LOC388692	family with sequence similarity 231 member A///uncharacterized LOC388692	729574///388692
7956785	0.8689816	6.18e-01	XPOT	exportin for tRNA	11260
7934570	0.8689816	6.18e-01	KCNMA1	potassium calcium-activated channel subfamily M alpha 1	3778
8046426	0.8689816	6.18e-01			
7969768	0.8689816	6.18e-01			
8161852	0.8689816	6.18e-01			
8158998	0.8689816	6.18e-01	SNORD36A///SNORD36C///RPL7A	small nucleolar RNA, C/D box 36A///small nucleolar RNA, C/D box 36C///ribosomal protein L7a	26815///26813///6130
8098170	0.8689816	6.18e-01	TRIM60	tripartite motif containing 60	166655
8017499	0.8689816	6.18e-01	CSHL1	chorionic somatomammotropin hormone like 1	1444
8121370	0.8689816	6.18e-01	ARMC2	armadillo repeat containing 2	84071
7999206	0.8689816	6.18e-01	SEPT12	septin 12	124404
8065240	0.8689816	6.18e-01			
8059687	0.8689964	6.18e-01			
7905256	0.86906676	6.18e-01			
8122136	0.86927335	6.18e-01	SNORA33///RPS12	small nucleolar RNA, H/ACA box 33///ribosomal protein S12	594839///6206
8041570	0.86927335	6.19e-01	TMEM178A	transmembrane protein 178A	130733
7985310	0.86927335	6.19e-01	ABHD17C	abhydrolase domain containing 17C	58489
8123959	0.86930776	6.19e-01			
7971415	0.86931613	6.19e-01			
8168135	0.86931613	6.19e-01	RAB41	RAB41, member RAS oncogene family	347517
8040473	0.86931613	6.19e-01	RHOB	ras homolog family member B	388
8074335	0.86931613	6.19e-01	LOC102724788///PRODH	proline dehydrogenase 1, mitochondrial///proline dehydrogenase 1	102724788///5625
7990898	0.86931613	6.19e-01	RPL9P11///RPL9	ribosomal protein L9 pseudogene 11///ribosomal protein L9	642740///6133
7911376	0.86931613	6.19e-01	HES4	hes family bHLH transcription factor 4	57801
8155323	0.86934053	6.19e-01			
8061019	0.86934053	6.19e-01	NDUFAF5	NADH:ubiquinone oxidoreductase complex assembly factor 5	79133
7974249	0.86934053	6.19e-01	ARF6	ADP ribosylation factor 6	382
8022045	0.86934053	6.19e-01	MYOM1	myomesin 1	8736
8088669	0.86934053	6.19e-01			
7948213	0.86934053	6.19e-01	PRG3	proteoglycan 3, pro eosinophil major basic protein 2	10394
7917466	0.86934053	6.19e-01			
8049906	0.86934053	6.19e-01	ING5///ING5	inhibitor of growth family member 5///inhibitor of growth family member 5	84289///84289
8164008	0.86934053	6.19e-01	MIR600HG	MIR600 host gene	81571
8039139	0.86934053	6.19e-01	LENG1	leukocyte receptor cluster member 1	79165
8012285	0.86934053	6.19e-01	KCNAB3	potassium voltage-gated channel subfamily A regulatory beta subunit 3	9196
8023906	0.86934053	6.19e-01			
8165453	0.86934053	6.19e-01	LRRC26	leucine rich repeat containing 26	389816
8011110	0.86934053	6.19e-01			
8028552	0.86934053	6.19e-01	NFKBIB	NFKB inhibitor beta	4793
8171222	0.86934053	6.19e-01	PUDP	pseudouridine 5'-phosphatase	8226
7892576	0.86934053	6.19e-01			
7898609	0.86934053	6.19e-01	PLA2G5	phospholipase A2 group V	5322
8049888	0.86934053	6.19e-01	ATG4B	autophagy related 4B cysteine peptidase	23192
8009794	0.86934053	6.19e-01			
7892988	0.86934053	6.19e-01			
8089818	0.86934053	6.19e-01			
7970672	0.86934053	6.19e-01			
7894049	0.86934053	6.19e-01			
8062695	0.86934053	6.19e-01	SRSF6	serine and arginine rich splicing factor 6	6431
8133770	0.86934053	6.19e-01	CCDC146	coiled-coil domain containing 146	57639
7960088	0.86934053	6.19e-01	FBRSL1	fibrosin like 1	57666
7895422	0.86941172	6.20e-01			
7940391	0.86941172	6.20e-01	CD6	CD6 molecule	923
7894836	0.86941172	6.20e-01			
8023766	0.86941172	6.20e-01	RTTN	rotatin	25914
8007503	0.86941172	6.20e-01			
7936567	0.86941172	6.20e-01	RAB11FIP2	RAB11 family interacting protein 2	22841
7981573	0.86943489	6.20e-01	BRF1	BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit	2972
8071119	0.86943489	6.20e-01	BCL2L13	BCL2 like 13	23786
7938133	0.86943489	6.20e-01	DNHD1	dynein heavy chain domain 1	144132
8012383	0.86943489	6.20e-01	TMEM107	transmembrane protein 107	84314
8176006	0.86943489	6.20e-01	TEX28	testis expressed 28	1527
8176012	0.86943489	6.20e-01	TEX28	testis expressed 28	1527
7975459	0.86943489	6.20e-01	SIPA1L1	signal induced proliferation associated 1 like 1	26037
7893218	0.86943489	6.20e-01			
8167161	0.86943489	6.20e-01			
8017651	0.86943489	6.20e-01	SMURF2	SMAD specific E3 ubiquitin protein ligase 2	64750
7971359	0.86943489	6.20e-01			
8138485	0.86943489	6.20e-01			
7969770	0.86943489	6.20e-01			
7895098	0.86943489	6.20e-01			
7928218	0.86943489	6.20e-01	CDH23	cadherin-related 23	64072
7919578	0.86943489	6.20e-01			
7973448	0.86943489	6.20e-01	DHRS4L1///DHRS4L2///DHRS4	dehydrogenase/reductase 4 like 1///dehydrogenase/reductase 4 like 2///dehydrogenase/reductase 4	728635///317749///10901
8100791	0.86951371	6.20e-01	UGT2A2///UGT2A1	UDP glucuronosyltransferase family 2 member A2///UDP glucuronosyltransferase family 2 member A1 complex locus	574537///10941
7993179	0.86951371	6.20e-01			
7897987	0.8695496	6.20e-01	PRAMEF2	PRAME family member 2	65122
8043026	0.8695496	6.20e-01			
8150157	0.86961524	6.20e-01			
7893586	0.86961524	6.20e-01			
7931556	0.86961524	6.20e-01	VENTX	VENT homeobox	27287
7918548	0.86961524	6.20e-01			
8070905	0.86961524	6.21e-01	COL18A1-AS1	COL18A1 antisense RNA 1	378832
8053073	0.86961524	6.21e-01	SLC4A5	solute carrier family 4 member 5	57835
7969241	0.86961889	6.21e-01			
8078405	0.86961889	6.21e-01	CMTM7	CKLF like MARVEL transmembrane domain containing 7	112616
8166098	0.86962906	6.21e-01	RAB9A	RAB9A, member RAS oncogene family	9367
7916832	0.86962906	6.21e-01			
7999410	0.86962906	6.21e-01			
7893601	0.86970407	6.21e-01			
8016494	0.86970407	6.21e-01	TTLL6	tubulin tyrosine ligase like 6	284076
8075363	0.86982768	6.21e-01	KIAA1656	KIAA1656 protein	85371
8102800	0.86982768	6.21e-01	SLC7A11	solute carrier family 7 member 11	23657
8100714	0.86984152	6.21e-01	YTHDC1	YTH domain containing 1	91746
8067125	0.86984152	6.21e-01	BCAS1	breast carcinoma amplified sequence 1	8537
7905058	0.86984152	6.21e-01	FAM231A///LOC388692	family with sequence similarity 231 member A///uncharacterized LOC388692	729574///388692
7895612	0.86984152	6.21e-01			
7915277	0.8698437	6.21e-01	MYCL	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog	4610
8032290	0.8698437	6.21e-01	TCF3	transcription factor 3	6929
7896565	0.8698437	6.21e-01			
7987403	0.86989608	6.21e-01			
7894522	0.86989608	6.21e-01			
8133331	0.86989608	6.21e-01	POM121C///POM121	POM121 transmembrane nucleoporin C///POM121 transmembrane nucleoporin	100101267///9883
7894850	0.86989608	6.21e-01			
7916227	0.86989608	6.21e-01			
7980578	0.86989608	6.21e-01			
7950195	0.86989608	6.21e-01	MIR139	microRNA 139	406931
8045153	0.86989608	6.21e-01			
8113689	0.86989608	6.21e-01			
7893230	0.86991991	6.21e-01			
8020308	0.86992026	6.21e-01	LDLRAD4	low density lipoprotein receptor class A domain containing 4	753
7894776	0.87001129	6.22e-01			
8144072	0.87009164	6.22e-01	CNPY1	canopy FGF signaling regulator 1	285888
7906072	0.87012134	6.22e-01	LAMTOR2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2	28956
8111991	0.87012134	6.22e-01			
7892884	0.87012134	6.22e-01			
7896549	0.87017134	6.22e-01			
7999382	0.87017134	6.22e-01			
8107117	0.87017134	6.22e-01			
8066384	0.87017134	6.22e-01	GTSF1L	gametocyte specific factor 1 like	149699
8085360	0.87017134	6.22e-01	TIMP4	TIMP metallopeptidase inhibitor 4	7079
7993035	0.87017134	6.22e-01	UBN1	ubinuclein 1	29855
8088322	0.87017134	6.22e-01	DNAH12	dynein axonemal heavy chain 12	201625
8082368	0.87022673	6.22e-01	PODXL2	podocalyxin like 2	50512
7919080	0.87022673	6.22e-01	NBPF7	neuroblastoma breakpoint family member 7	343505
7896417	0.87022673	6.22e-01			
7923360	0.87023281	6.22e-01	TNNI1	troponin I1, slow skeletal type	7135
8117578	0.87023281	6.22e-01			
8062251	0.87023281	6.22e-01	EPB41L1	erythrocyte membrane protein band 4.1 like 1	2036
8016718	0.87023281	6.22e-01	CHAD	chondroadherin	1101
8070714	0.87023281	6.22e-01			
8128650	0.87023281	6.22e-01	SEC63	SEC63 homolog, protein translocation regulator	11231
8006123	0.87023281	6.22e-01	CPD	carboxypeptidase D	1362
8148949	0.87023281	6.22e-01	TMED10P1	transmembrane p24 trafficking protein 10 pseudogene 1	286102
8091043	0.87028181	6.22e-01	PRR23C	proline rich 23C	389152
7896255	0.87038161	6.22e-01			
8089723	0.87039105	6.22e-01			
7910140	0.87040112	6.22e-01			
8179298	0.87044634	6.23e-01	CSNK2B	casein kinase 2 beta	1460
7916246	0.87044634	6.23e-01			
7893297	0.87044634	6.23e-01			
8063078	0.87044634	6.23e-01	CTSA	cathepsin A	5476
8169715	0.87044634	6.23e-01			
7955906	0.87044634	6.23e-01	MIR148B	microRNA 148b	442892
8049682	0.87044634	6.23e-01	MIR149	microRNA 149	406941
8088546	0.87044634	6.23e-01			
7896219	0.87044634	6.23e-01			
7893809	0.87044634	6.23e-01			
7999362	0.87044634	6.23e-01			
8142661	0.87044634	6.23e-01			
8180363	0.87044634	6.23e-01	MPRIP	myosin phosphatase Rho interacting protein	23164
8141737	0.87044634	6.23e-01	MYL10	myosin light chain 10	93408
8022976	0.87044634	6.23e-01	RIT2	Ras like without CAAX 2	6014
8176910	0.87044634	6.23e-01	GOLGA2P3Y///GOLGA2P2Y	golgin A2 pseudogene 3, Y-linked///golgin A2 pseudogene 2, Y-linked	401634///84559
8177413	0.87044634	6.23e-01	GOLGA2P3Y///GOLGA2P2Y	golgin A2 pseudogene 3, Y-linked///golgin A2 pseudogene 2, Y-linked	401634///84559
8079305	0.87044634	6.23e-01	CLEC3B	C-type lectin domain family 3 member B	7123
8049702	0.87044634	6.23e-01	CAPN10///GPR35	calpain 10///G protein-coupled receptor 35	11132///2859
8028380	0.87044634	6.23e-01	PSMD8	proteasome 26S subunit, non-ATPase 8	5714
8063697	0.87044634	6.23e-01	NELFCD	negative elongation factor complex member C/D	51497
8140220	0.87044634	6.23e-01	RCC1L	RCC1 like	81554
8085768	0.87044634	6.23e-01			
7926981	0.87044634	6.23e-01			
8080028	0.87044634	6.23e-01	DOCK3	dedicator of cytokinesis 3	1795
8032595	0.87049438	6.23e-01	DOHH	deoxyhypusine hydroxylase/monooxygenase	83475
8001037	0.87065629	6.23e-01	PYDC1	pyrin domain containing 1	260434
8171334	0.87067955	6.23e-01			
7981020	0.87067955	6.23e-01	ASB2	ankyrin repeat and SOCS box containing 2	51676
8051361	0.87067955	6.23e-01	SRD5A2	steroid 5 alpha-reductase 2	6716
7947338	0.8707042	6.24e-01	PAX6	paired box 6	5080
7900454	0.8707042	6.24e-01	EXO5	exonuclease 5	64789
7893046	0.8707042	6.24e-01			
7925250	0.8707042	6.24e-01	GNG4	G protein subunit gamma 4	2786
7937876	0.87070892	6.24e-01			
7971071	0.87070892	6.24e-01	CSNK1A1L	casein kinase 1 alpha 1 like	122011
8139706	0.87070892	6.24e-01	SEC61G	Sec61 translocon gamma subunit	23480
8139244	0.87073121	6.24e-01	COA1	cytochrome c oxidase assembly factor 1 homolog	55744
8174592	0.87076868	6.24e-01			
8141138	0.87076868	6.24e-01			
7895112	0.87076868	6.24e-01			
8074458	0.87076868	6.24e-01	C22orf39	chromosome 22 open reading frame 39	128977
8007992	0.87076868	6.24e-01	KPNB1	karyopherin subunit beta 1	3837
7895043	0.87076868	6.24e-01			
8061847	0.8707896	6.24e-01	BPIFA2	BPI fold containing family A member 2	140683
8058201	0.87079599	6.24e-01			
7893076	0.87080657	6.24e-01			
7892946	0.87083001	6.24e-01			
7911699	0.87083001	6.24e-01			
7942983	0.87085318	6.24e-01			
8045086	0.87091708	6.24e-01			
8087252	0.87093973	6.24e-01	MIR191	microRNA 191	406966
8069610	0.87097137	6.24e-01			
8175844	0.87097183	6.24e-01	IDH3G	isocitrate dehydrogenase 3 (NAD(+)) gamma	3421
8139695	0.87103353	6.24e-01			
7925939	0.87103353	6.24e-01	AKR1C4	aldo-keto reductase family 1, member C4	1109
8043381	0.87103353	6.24e-01	SMYD1	SET and MYND domain containing 1	150572
8085276	0.87105283	6.24e-01	CIDECP	cell death-inducing DFFA-like effector c pseudogene	152302
7893142	0.87105423	6.24e-01			
8024882	0.87105758	6.25e-01			
8081810	0.87109026	6.25e-01	GAP43	growth associated protein 43	2596
7895404	0.87112646	6.25e-01			
8149307	0.87112646	6.25e-01	XKR6	XK related 6	286046
8002143	0.87112646	6.25e-01	SLC12A4///LCAT	solute carrier family 12 member 4///lecithin-cholesterol acyltransferase	6560///3931
8096511	0.87112646	6.25e-01	BMPR1B	bone morphogenetic protein receptor type 1B	658
7957631	0.87112646	6.25e-01	MIR331	microRNA 331	442903
7919763	0.87112646	6.25e-01	ENSA	endosulfine alpha	2029
7981566	0.87112646	6.25e-01	NUDT14	nudix hydrolase 14	256281
7976241	0.87112646	6.25e-01			
8046788	0.87112646	6.25e-01			
8110620	0.87112646	6.25e-01	BTNL3	butyrophilin like 3	10917
7979864	0.87114949	6.25e-01	ERH	enhancer of rudimentary homolog (Drosophila)	2079
7938388	0.87131592	6.25e-01			
7969977	0.8714515	6.25e-01			
7895871	0.87145419	6.25e-01			
8139792	0.87145419	6.25e-01			
8109401	0.87145419	6.25e-01			
7914648	0.87146636	6.25e-01	PHC2	polyhomeotic homolog 2	1912
8122732	0.87146636	6.25e-01			
7896058	0.87147208	6.25e-01			
8100310	0.87152905	6.25e-01			
8038584	0.8715728	6.25e-01	LRRC4B	leucine rich repeat containing 4B	94030
7996945	0.8715977	6.26e-01			
7903024	0.8715977	6.26e-01			
8075200	0.8715977	6.26e-01	RHBDD3	rhomboid domain containing 3	25807
8161409	0.8715977	6.26e-01	SPATA31A5///SPATA31A3///SPATA31A1///SPATA31C2///LOC642943///SPATA31C1///SPATA31A6///SPATA31A7	SPATA31 subfamily A member 5///SPATA31 subfamily A member 3///SPATA31 subfamily A member 1///SPATA31 subfamily C member 2///SPATA31 subfamily A pseudogene///SPATA31 subfamily C member 1///SPATA31 subfamily A member 6///SPATA31 subfamily A member 7	727905///727830///647060///645961///642943///441452///389730///26165
7905691	0.8715977	6.26e-01	ZNF320///RPS27///RGS4///RPS27	zinc finger protein 320///ribosomal protein S27///regulator of G-protein signaling 4///ribosomal protein S27	162967///6232///5999///6232
7894744	0.8715977	6.26e-01			
8033069	0.8715977	6.26e-01	NDUFA11	NADH:ubiquinone oxidoreductase subunit A11	126328
8169174	0.8715977	6.26e-01	RNF128	ring finger protein 128, E3 ubiquitin protein ligase	79589
8070173	0.87169872	6.26e-01	KCNE1	potassium voltage-gated channel subfamily E regulatory subunit 1	3753
8030974	0.8717462	6.26e-01	FAM90A27P	family with sequence similarity 90, member A27, pseudogene	646508
7956257	0.8717462	6.26e-01	SPRYD4	SPRY domain containing 4	283377
8133085	0.8717462	6.26e-01			
8062312	0.8717462	6.26e-01	MYL9	myosin light chain 9	10398
7999553	0.8717462	6.26e-01	CPPED1	calcineurin like phosphoesterase domain containing 1	55313
7952577	0.87183394	6.26e-01	KIRREL3	kin of IRRE like 3 (Drosophila)	84623
8032455	0.87200897	6.26e-01	PLEKHJ1	pleckstrin homology domain containing J1	55111
8047086	0.87200897	6.26e-01	NAB1	NGFI-A binding protein 1	4664
7895121	0.8720181	6.26e-01			
7985981	0.8720181	6.26e-01			
7948908	0.8720181	6.26e-01	SNHG1///SNORD26	small nucleolar RNA host gene 1///small nucleolar RNA, C/D box 26	23642///9302
8153911	0.8720181	6.26e-01	COMMD5	COMM domain containing 5	28991
7971126	0.8720181	6.26e-01	STOML3	stomatin like 3	161003
8061171	0.8720181	6.26e-01	POLR3F	RNA polymerase III subunit F	10621
8014160	0.87201919	6.26e-01	CCL1	C-C motif chemokine ligand 1	6346
7893856	0.87201919	6.26e-01			
7925417	0.87201919	6.26e-01			
7894582	0.87201919	6.27e-01			
7893935	0.87201919	6.27e-01			
8062539	0.87201919	6.27e-01	SLC32A1	solute carrier family 32 member 1	140679
8036031	0.87201919	6.27e-01			
7938078	0.87201919	6.27e-01	C11orf42	chromosome 11 open reading frame 42	160298
8030677	0.87201919	6.27e-01	MYBPC2	myosin binding protein C, fast type	4606
8031311	0.87201919	6.27e-01	KIR2DS2///KIR2DL5B///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5B///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A///killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5///killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1	100132285///553128///115653///57292///3813///3812///3811///3810///3809///3806///3805///3804///3803///3802///3813///3812///3811///3810///3808///3802
