"biotid","substrate_name","substrate_cid","substrate_inchikey","substrate_inchi","enzyme","reaction_type","biotransformation_type","biosystem","prod_name","prod_cid","prod_inchikey","prod_inchi","reference"
"BIOTID01824","Wogonin","5281703","XLTFNNCXVBYBSX-UHFFFAOYSA-N","InChI=1S/C16H12O5/c1-20-15-12(19)7-10(17)14-11(18)8-13(21-16(14)15)9-5-3-2-4-6-9/h2-8,17,19H,1H3","UGT1A9","O-glucuronidation","Human Phase II","Human","NULL","NULL","LNOHXHDWGCMVCO-XTLXVGOWSA-N","InChI=1S/C22H20O11/c1-30-18-13(32-22-17(27)15(25)16(26)20(33-22)21(28)29)8-11(24)14-10(23)7-12(31-19(14)18)9-5-3-2-4-6-9/h2-8,15-17,20,22,24-27H,1H3,(H,28,29)/t15-,16-,17+,20-,22?/m0/s1","Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544Ã¢â‚¬â€œ1561; DOI 10.1007/s11095-012-0666-z"
"BIOTID01825","3,3p,4p-Trihydroxyflavone","145826","KPGMHZQXQVDYNT-UHFFFAOYSA-N","InChI=1S/C15H10O5/c16-10-6-5-8(7-11(10)17)15-14(19)13(18)9-3-1-2-4-12(9)20-15/h1-7,16-17,19H","UGT1A9","O-glucuronidation","Human Phase II","Human","NULL","NULL","DQGGXJWEMYGIRL-MBIBTLSJSA-N","InChI=1S/C21H18O11/c22-10-6-5-8(7-11(10)23)17-18(13(24)9-3-1-2-4-12(9)30-17)31-21-16(27)14(25)15(26)19(32-21)20(28)29/h1-7,14-16,19,21-23,25-27H,(H,28,29)/t14-,15-,16+,19-,21?/m0/s1","Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544Ã¢â‚¬â€œ1561; DOI 10.1007/s11095-012-0666-z"
"BIOTID01826","fenchone metabo4","86047059","QYPAZGZCYSBEOJ-UHFFFAOYSA-N","InChI=1S/C10H16O2/c1-9(2)6-4-10(3,8(9)12)5-7(6)11/h6-7,11H,4-5H2,1-3H3","UGT","O-glucuronidation","Human Phase II","Human","NULL","NULL","OVBFDDZQQOCVTB-NJPGAIFGSA-N","InChI=1S/C16H24O8/c1-15(2)6-4-16(3,14(15)22)5-7(6)23-13-10(19)8(17)9(18)11(24-13)12(20)21/h6-11,13,17-19H,4-5H2,1-3H3,(H,20,21)/t6?,7?,8-,9-,10+,11-,13?,16?/m0/s1","From Jarleips validations"
"BIOTID01827","Sorafenib","216239","MLDQJTXFUGDVEO-UHFFFAOYSA-N","InChI=1S/C21H16ClF3N4O3/c1-26-19(30)18-11-15(8-9-27-18)32-14-5-2-12(3-6-14)28-20(31)29-13-4-7-17(22)16(10-13)21(23,24)25/h2-11H,1H3,(H,26,30)(H2,28,29,31)","UGT","O-glucuronidation","Human Phase II","Human","NULL","71752221","HALZWBPBJOJUOZ-QMDPOKHVSA-N","InChI=1S/C27H24ClF3N4O9/c1-32-23(39)18-11-15(8-9-33-18)43-14-5-2-12(3-6-14)34-26(42)35(13-4-7-17(28)16(10-13)27(29,30)31)24-21(38)19(36)20(37)22(44-24)25(40)41/h2-11,19-22,24,36-38H,1H3,(H,32,39)(H,34,42)(H,40,41)/t19-,20-,21+,22-,24+/m0/s1","https://www.drugbank.ca/metabolites/DBMET01001"
"BIOTID01828","4-Iodophenol","10894","VSMDINRNYYEDRN-UHFFFAOYSA-N","InChI=1S/C6H5IO/c7-5-1-3-6(8)4-2-5/h1-4,8H","UGT1A9","O-glucuronidation","Human Phase II","Human","NULL","NULL","JDROCSGCMQVIRT-SDQGTYQYSA-N","InChI=1S/C12H13IO7/c13-5-1-3-6(4-2-5)19-12-9(16)7(14)8(15)10(20-12)11(17)18/h1-4,7-10,12,14-16H,(H,17,18)/t7-,8-,9+,10-,12?/m0/s1","Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544Ã¢â‚¬â€œ1561; DOI 10.1007/s11095-012-0666-z"
"BIOTID01829","4-Hydroxyacetophenone","7469","TXFPEBPIARQUIG-UHFFFAOYSA-N","InChI=1S/C8H8O2/c1-6(9)7-2-4-8(10)5-3-7/h2-5,10H,1H3","UGT1A9","O-glucuronidation","Human Phase II","Human","NULL","NULL","CXEPHEQPBJSNGZ-ZAOAHOKWSA-N","InChI=1S/C14H16O8/c1-6(15)7-2-4-8(5-3-7)21-14-11(18)9(16)10(17)12(22-14)13(19)20/h2-5,9-12,14,16-18H,1H3,(H,19,20)/t9-,10-,11+,12-,14?/m0/s1","Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544Ã¢â‚¬â€œ1561; DOI 10.1007/s11095-012-0666-z"
"BIOTID01830","Triclosan","5564","XEFQLINVKFYRCS-UHFFFAOYSA-N","InChI=1S/C12H7Cl3O2/c13-7-1-3-11(9(15)5-7)17-12-4-2-8(14)6-10(12)16/h1-6,16H","UGT","O-glucuronidation","Human Phase II","Human","NULL","NULL","DNYVWBJVOYZRCX-PDHYLSHYSA-N","InChI=1S/C18H15Cl3O8/c19-7-1-3-10(9(21)5-7)27-11-4-2-8(20)6-12(11)28-18-15(24)13(22)14(23)16(29-18)17(25)26/h1-6,13-16,18,22-24H,(H,25,26)/t13-,14-,15+,16-,18?/m0/s1","Phase II Metabolism in Human Skin: Skin Explants Show Full Coverage for Glucuronidation, Sulfation, N-Acetylation, Catechol Methylation, and Glutathione Conjugation"
"BIOTID01831","Triclosan","5564","XEFQLINVKFYRCS-UHFFFAOYSA-N","InChI=1S/C12H7Cl3O2/c13-7-1-3-11(9(15)5-7)17-12-4-2-8(14)6-10(12)16/h1-6,16H","SULT","Aromatic -OH glucuronidation","Human Phase II","Human","NULL","67606152","ZPFYUMPBKRRSTR-UHFFFAOYSA-N","InChI=1S/C12H7Cl3O5S/c13-7-1-3-10(9(15)5-7)19-11-4-2-8(14)6-12(11)20-21(16,17)18/h1-6H,(H,16,17,18)","Phase II Metabolism in Human Skin: Skin Explants Show Full Coverage for Glucuronidation, Sulfation, N-Acetylation, Catechol Methylation, and Glutathione Conjugation"
"BIOTID01832","Naltrexone","71750923","KCSKQJYZSCIQRR-ODTDCTFRSA-N","InChI=1S/C26H31NO10/c28-13-5-6-26(34)15-9-12-3-4-14(35-24-19(31)17(29)18(30)21(37-24)23(32)33)20-16(12)25(26,22(13)36-20)7-8-27(15)10-11-1-2-11/h3-4,11,15,17-19,21-22,24,29-31,34H,1-2,5-10H2,(H,32,33)/t15-,17+,18+,19-,21+,22+,24-,25+,26-/m1/s1","UGT","O-glucuronidation","Human Phase II","Human","(2S,3S,4S,5R,6S)-6-{[(1S,5R,13R,17S)-4-(cyclopropylmethyl)-17-hydroxy-14-oxo-12-oxa-4-azapentacyclo[9.6.1.0Ã‚Â¹,Ã‚Â¹Ã‚Â³.0Ã¢ÂÂµ,Ã‚Â¹Ã¢ÂÂ·.0Ã¢ÂÂ·,Ã‚Â¹Ã¢ÂÂ¸]octadeca-7(18),8,10-trien-10-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid","71750923","KCSKQJYZSCIQRR-ODTDCTFRSA-N","InChI=1S/C26H31NO10/c28-13-5-6-26(34)15-9-12-3-4-14(35-24-19(31)17(29)18(30)21(37-24)23(32)33)20-16(12)25(26,22(13)36-20)7-8-27(15)10-11-1-2-11/h3-4,11,15,17-19,21-22,24,29-31,34H,1-2,5-10H2,(H,32,33)/t15-,17+,18+,19-,21+,22+,24-,25+,26-/m1/s1",""
"BIOTID01833","Combretastatin A4","5351344","HVXBOLULGPECHP-WAYWQWQTSA-N","InChI=1S/C18H20O5/c1-20-15-8-7-12(9-14(15)19)5-6-13-10-16(21-2)18(23-4)17(11-13)22-3/h5-11,19H,1-4H3/b6-5-","UGT1A9","O-glucuronidation","Human Phase II","Human","NULL","NULL","DVUNNRSRNSOECT-NDFGWKAYSA-N","InChI=1S/C24H28O11/c1-30-14-8-7-12(5-6-13-10-16(31-2)21(33-4)17(11-13)32-3)9-15(14)34-24-20(27)18(25)19(26)22(35-24)23(28)29/h5-11,18-20,22,24-27H,1-4H3,(H,28,29)/b6-5-/t18-,19-,20+,22-,24?/m0/s1","Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544Ã¢â‚¬â€œ1561; DOI 10.1007/s11095-012-0666-z"
"BIOTID01834","Ascorbic acid","54670067","CIWBSHSKHKDKBQ-JLAZNSOCSA-N","InChI=1S/C6H8O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-10H,1H2/t2-,5+/m0/s1","SULT","O-sulfonation","Human Phase II","Human","NULL","98048983","XDBMXUKHMOFBPJ-VVJJHMBFSA-N","InChI=1S/C6H8O9S/c7-1-2(8)4-3(9)5(6(10)14-4)15-16(11,12)13/h2,4,7-9H,1H2,(H,11,12,13)/t2-,4-/m1/s1","http://www.hmdb.ca/metabolites/HMDB0060649"
"BIOTID01835","testosterone","6013","MUMGGOZAMZWBJJ-DYKIIFRCSA-N","InChI=1S/C19H28O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h11,14-17,21H,3-10H2,1-2H3/t14-,15-,16-,17-,18-,19-/m0/s1","SULT","O-sulfonation","Human Phase II","Human","NULL","119207","WAQBISPOEAOCOG-DYKIIFRCSA-N","InChI=1S/C19H28O5S/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(24-25(21,22)23)19(15,2)10-8-16(14)18/h11,14-17H,3-10H2,1-2H3,(H,21,22,23)/t14-,15-,16-,17-,18-,19-/m0/s1","http://www.hmdb.ca/metabolites/HMDB0002833"
"BIOTID01836","2-aminofluorene","1539","CFRFHWQYWJMEJN-UHFFFAOYSA-N","InChI=1S/C13H11N/c14-11-5-6-13-10(8-11)7-9-3-1-2-4-12(9)13/h1-6,8H,7,14H2","NAT","N-acetylation","Human Phase II","Human","NULL","5897","CZIHNRWJTSTCEX-UHFFFAOYSA-N","InChI=1S/C15H13NO/c1-10(17)16-13-6-7-15-12(9-13)8-11-4-2-3-5-14(11)15/h2-7,9H,8H2,1H3,(H,16,17)","Liu, L.  et al. (2007); Arylamine N-Acetyltransferases: Characterization of the Substrate Specificities and Molecular Interactions of Environmental Arylamines with Human NAT1 and NAT2"
"BIOTID01837","Droloxifene","3033767","ZQZFYGIXNQKOAV-OCEACIFDSA-N","InChI=1S/C26H29NO2/c1-4-25(20-9-6-5-7-10-20)26(22-11-8-12-23(28)19-22)21-13-15-24(16-14-21)29-18-17-27(2)3/h5-16,19,28H,4,17-18H2,1-3H3/b26-25+","UGT","O-glucuronidation","Human Phase II","Human","NULL","NULL","LLJQVSGWCSTGGW-AITOGICDSA-N","InChI=1S/C32H37NO8/c1-4-25(20-9-6-5-7-10-20)26(21-13-15-23(16-14-21)39-18-17-33(2)3)22-11-8-12-24(19-22)40-32-29(36)27(34)28(35)30(41-32)31(37)38/h5-16,19,27-30,32,34-36H,4,17-18H2,1-3H3,(H,37,38)/b26-25+/t27-,28-,29+,30-,32?/m0/s1","John, BA et al. (2002); Pharmacokinetics and metabolism of the anti-oestrogen droloxifene in female human subjects.; Xenobiotica. 2002 Aug;32(8):699-713.; PMID:12296990; DOI:10.1080/00498250210143029"
"BIOTID01838","Berberrubine","3084288","OEGWOBMNQDATKP-UHFFFAOYSA-O","InChI=1S/C19H15NO4/c1-22-19-14-9-20-5-4-12-7-17-18(24-10-23-17)8-13(12)15(20)6-11(14)2-3-16(19)21/h2-3,6-9H,4-5,10H2,1H3/p+1","UGT","O-glucuronidation","Human Phase II","Human","NULL","NULL","JTACAMOIQSBONP-VAZBFKODSA-O","InChI=1S/C25H23NO10/c1-32-22-14-9-26-5-4-12-7-17-18(34-10-33-17)8-13(12)15(26)6-11(14)2-3-16(22)35-25-21(29)19(27)20(28)23(36-25)24(30)31/h2-3,6-9,19-21,23,25,27-29H,4-5,10H2,1H3/p+1/t19-,20-,21+,23-,25?/m0/s1","Yang, G. et al. (2017); Glucuronidation: driving factors and their impact on glucuronide disposition;  Drug Metab Rev. 2017 May;49(2):105-138. DOI:10.1080/03602532.2017.1293682; PMID:28266877"
"BIOTID01839","7-Hydroxy-3-methylflavone","5391151","SUNCCQBNDWHMPR-UHFFFAOYSA-N","InChI=1S/C16H12O3/c1-10-15(18)13-8-7-12(17)9-14(13)19-16(10)11-5-3-2-4-6-11/h2-9,17H,1H3","UGT1A9","O-glucuronidation","Human Phase II","Human","NULL","NULL","WFAROJVCARSBGP-ICNUUSJMSA-N","InChI=1S/C22H20O9/c1-10-15(23)13-8-7-12(9-14(13)30-19(10)11-5-3-2-4-6-11)29-22-18(26)16(24)17(25)20(31-22)21(27)28/h2-9,16-18,20,22,24-26H,1H3,(H,27,28)/t16-,17-,18+,20-,22?/m0/s1","Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544Ã¢â‚¬â€œ1561; DOI 10.1007/s11095-012-0666-z"
"BIOTID01840","4-aminoveratrole","22770","LGDHZCLREKIGKJ-UHFFFAOYSA-N","InChI=1S/C8H11NO2/c1-10-7-4-3-6(9)5-8(7)11-2/h3-5H,9H2,1-2H3","NAT","N-acetylation","Human Phase II","Human","NULL","244160","DZPYVOWPTBVRJR-UHFFFAOYSA-N","InChI=1S/C10H13NO3/c1-7(12)11-8-4-5-9(13-2)10(6-8)14-3/h4-6H,1-3H3,(H,11,12)","PMID:735860|http://www.brenda-enzymes.org/enzyme.php?ecno=2.3.1.5&Suchword=&reference=&UniProtAcc=&organism%5B%5D=Homo+sapiens&show_tm=0"
"BIOTID01841","phentolamine","5775","MRBDMNSDAVCSSF-UHFFFAOYSA-N","InChI=1S/C17H19N3O/c1-13-5-7-14(8-6-13)20(12-17-18-9-10-19-17)15-3-2-4-16(21)11-15/h2-8,11,21H,9-10,12H2,1H3,(H,18,19)","SULT1A3; SULT1A5","O-sulfonation","Human Phase II","Human","NULL","NULL","NJXRFXGANNWYRK-UHFFFAOYSA-N","InChI=1S/C17H19N3O4S/c1-13-5-7-14(8-6-13)20(12-17-18-9-10-19-17)15-3-2-4-16(11-15)24-25(21,22)23/h2-8,11H,9-10,12H2,1H3,(H,18,19)(H,21,22,23)","PMID:645680"
"BIOTID01842","Fenofibric Acid","74603167","BHOJZVSZYFTIOZ-UHFFFAOYSA-N","InChI=1S/C23H23ClO10/c1-23(2,22(31)33-21-18(28)16(26)17(27)19(32-21)20(29)30)34-14-9-5-12(6-10-14)15(25)11-3-7-13(24)8-4-11/h3-10,16-19,21,26-28H,1-2H3,(H,29,30)","UGT","O-glucuronidation","Human Phase II","Human","6-({2-[4-(4-chlorobenzoyl)phenoxy]-2-methylpropanoyl}oxy)-3,4,5-trihydroxyoxane-2-carboxylic acid","74603167","BHOJZVSZYFTIOZ-UHFFFAOYSA-N","InChI=1S/C23H23ClO10/c1-23(2,22(31)33-21-18(28)16(26)17(27)19(32-21)20(29)30)34-14-9-5-12(6-10-14)15(25)11-3-7-13(24)8-4-11/h3-10,16-19,21,26-28H,1-2H3,(H,29,30)",""
"BIOTID01843","Resacetophenone","6990","SULYEHHGGXARJS-UHFFFAOYSA-N","InChI=1S/C8H8O3/c1-5(9)7-3-2-6(10)4-8(7)11/h2-4,10-11H,1H3","SULT","O-sulfonation","Human Phase II","Human","NULL","10657183","COXWPCPYWFBNJH-UHFFFAOYSA-N","InChI=1S/C8H8O6S/c1-5(9)7-3-2-6(10)4-8(7)14-15(11,12)13/h2-4,10H,1H3,(H,11,12,13)","Wang, and Zhou (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 4066-4218"
"BIOTID01844","Epinephrine","5816","UCTWMZQNUQWSLP-VIFPVBQESA-N","InChI=1S/C9H13NO3/c1-10-5-9(13)6-2-3-7(11)8(12)4-6/h2-4,9-13H,5H2,1H3/t9-/m0/s1","SULT","O-sulfonation","Human Phase II","Human","NULL","3035453","AELFRHHZGTVYGJ-QMMMGPOBSA-N","InChI=1S/C9H13NO6S/c1-10-5-8(12)6-2-3-9(7(11)4-6)16-17(13,14)15/h2-4,8,10-12H,5H2,1H3,(H,13,14,15)/t8-/m0/s1","http://www.hmdb.ca/metabolites/HMDB0001876"
"BIOTID01845","Diallyl disulfide","16590","PFRGXCVKLLPLIP-UHFFFAOYSA-N","InChI=1S/C6H10S2/c1-3-5-7-8-6-4-2/h3-4H,1-2,5-6H2","GST","GSH-conjugation","Human Phase II","Human","NULL","NULL","RCLYCBNSJJJOKN-UEUCCFLYSA-N","InChI=1S/C16H25N3O6S3/c1-2-6-27-28-8-3-7-26-10-12(15(23)18-9-14(21)22)19-13(20)5-4-11(17)16(24)25/h2-3,7,11-12H,1,4-6,8-10,17H2,(H,18,23)(H,19,20)(H,21,22)(H,24,25)/b7-3+/t11-,12-/m0/s1","Kinetics and dosin"
"BIOTID01846","10-hydroxy-7,8,9,10-tetrahydrobenzo[a]pyrene","159823","VEFFVGHBCVMXOT-UHFFFAOYSA-N","InChI=1S/C20H16O/c21-17-6-2-5-14-11-15-8-7-12-3-1-4-13-9-10-16(19(14)17)20(15)18(12)13/h1,3-4,7-11,17,21H,2,5-6H2","SULT1E1","O-sulfonation","Human Phase II","Human","NULL","NULL","FBIRPHVNSAZLJA-UHFFFAOYSA-N","InChI=1S/C20H16O4S/c21-25(22,23)24-17-6-2-5-14-11-15-8-7-12-3-1-4-13-9-10-16(19(14)17)20(15)18(12)13/h1,3-4,7-11,17H,2,5-6H2,(H,21,22,23)","Rendic, S. et al. 2012; Contributions of Human Enzymes in Carcinogen Metabolism Slobodan Rendic1,* and F. Peter Guengerich; Chem Res Toxicol. 2012 July 16; 25(7): 1316Ã¢â‚¬â€œ1383. doi:10.1021/tx300132k"
"BIOTID01847","trovafloxacin","NULL","WVPSKSLAZQPAKQ-CDMJZVDBSA-N","InChI=1S/C20H15F3N4O3/c21-8-1-2-15(13(22)3-8)27-7-12(20(29)30)17(28)9-4-14(23)19(25-18(9)27)26-5-10-11(6-26)16(10)24/h1-4,7,10-11,16H,5-6,24H2,(H,29,30)/t10-,11+,16+","UGT","O-glucuronidation","Human Phase II","Human","NULL","NULL","GTZVGNAECYGIIQ-FOOAVRCKSA-N","InChI=1S/C26H23F3N4O9/c27-8-1-2-15(13(28)3-8)33-7-12(25(40)42-26-20(37)18(35)19(36)21(41-26)24(38)39)17(34)9-4-14(29)23(31-22(9)33)32-5-10-11(6-32)16(10)30/h1-4,7,10-11,16,18-21,26,35-37H,5-6,30H2,(H,38,39)/t10-,11+,16+,18-,19-,20+,21-,26?/m0/s1","Dalvie, D. et al (2009); Assessment of Three Human in Vitro Systems in the Generation of Major Human Excretory and Circulating Metabolites; Chem. Res. Toxicol. 2009, 22, 357Ã¢â‚¬â€œ36"
"BIOTID01848","2-hydroxymethylpyrene","146932","XIKICBSLAFJTDZ-UHFFFAOYSA-N","InChI=1S/C17H12O/c18-10-11-8-14-6-4-12-2-1-3-13-5-7-15(9-11)17(14)16(12)13/h1-9,18H,10H2","SULT2A1","O-sulfonation","Human Phase II","Human","NULL","179886","BXQLMAIEVDQAEP-UHFFFAOYSA-N","InChI=1S/C17H12O4S/c18-22(19,20)21-10-11-8-14-6-4-12-2-1-3-13-5-7-15(9-11)17(14)16(12)13/h1-9H,10H2,(H,18,19,20)","Rendic, S. et al. 2012; Contributions of Human Enzymes in Carcinogen Metabolism Slobodan Rendic1,* and F. Peter Guengerich; Chem Res Toxicol. 2012 July 16; 25(7): 1316Ã¢â‚¬â€œ1383. doi:10.1021/tx300132k"
"BIOTID01849","alpha-methyl benzyl alcohol","7409","WAPNOHKVXSQRPX-UHFFFAOYSA-N","InChI=1S/C8H10O/c1-7(9)8-5-3-2-4-6-8/h2-7,9H,1H3","UGT","O-glucuronidation","Human Phase II","Human","NULL","NULL","LLURZZQATGMQGS-NLNZTVMASA-N","InChI=1S/C14H18O7/c1-7(8-5-3-2-4-6-8)20-14-11(17)9(15)10(16)12(21-14)13(18)19/h2-7,9-12,14-17H,1H3,(H,18,19)/t7?,9-,10-,11+,12-,14?/m0/s1","Belsito, D. et al. (2012); A toxicological and dermatological assessment of aryl alkyl alcohol simple acid ester derivatives when used as fragrance ingredients; Food and Chemical Toxicology 50 (2012) S269Ã¢â‚¬â€œS313"
"BIOTID01850","Propofol","4943","OLBCVFGFOZPWHH-UHFFFAOYSA-N","InChI=1S/C12H18O/c1-8(2)10-6-5-7-11(9(3)4)12(10)13/h5-9,13H,1-4H3","UGT1A8, UGT1A9","O-glucuronidation","Human Phase II","Human","NULL","101649830","JZSJIASBMOIIKI-ODEDACCXSA-N","InChI=1S/C18H26O7/c1-8(2)10-6-5-7-11(9(3)4)15(10)24-18-14(21)12(19)13(20)16(25-18)17(22)23/h5-9,12-14,16,18-21H,1-4H3,(H,22,23)/t12-,13-,14+,16-,18?/m0/s1","Wang, and Zhou (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 4066-4218|Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544Ã¢â‚¬â€œ1561; DOI 10.1007/s11095-012-0666-z"
"BIOTID01851","Kaempferol","5280863","IYRMWMYZSQPJKC-UHFFFAOYSA-N","InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,16-18,20H","UGT1A9","O-glucuronidation","Human Phase II","Human","NULL","NULL","HKMMHEQNCQNUNN-WQUGZTNDSA-N","InChI=1S/C21H18O12/c22-8-3-1-7(2-4-8)18-15(26)13(24)12-10(23)5-9(6-11(12)32-18)31-21-17(28)14(25)16(27)19(33-21)20(29)30/h1-6,14,16-17,19,21-23,25-28H,(H,29,30)/t14-,16-,17+,19-,21?/m0/s1","Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544Ã¢â‚¬â€œ1561; DOI 10.1007/s11095-012-0666-z"
"BIOTID01852","Kaempferol","5280863","IYRMWMYZSQPJKC-UHFFFAOYSA-N","InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,16-18,20H","UGT1A9","O-glucuronidation","Human Phase II","Human","NULL","22846027","FNTJVYCFNVUBOL-MBIBTLSJSA-N","InChI=1S/C21H18O12/c22-8-3-1-7(2-4-8)17-18(13(25)12-10(24)5-9(23)6-11(12)31-17)32-21-16(28)14(26)15(27)19(33-21)20(29)30/h1-6,14-16,19,21-24,26-28H,(H,29,30)/t14-,15-,16+,19-,21?/m0/s1","Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544Ã¢â‚¬â€œ1561; DOI 10.1007/s11095-012-0666-z"
"BIOTID01853","2-ethylaniline","11357","MLPVBIWIRCKMJV-UHFFFAOYSA-N","InChI=1S/C8H11N/c1-2-7-5-3-4-6-8(7)9/h3-6H,2,9H2,1H3","NAT","N-acetylation","Human Phase II","Human","NULL","36332","ZXOVAGUQXNXKHF-UHFFFAOYSA-N","InChI=1S/C10H13NO/c1-3-9-6-4-5-7-10(9)11-8(2)12/h4-7H,3H2,1-2H3,(H,11,12)","PMID:686074|http://www.brenda-enzymes.org/enzyme.php?ecno=2.3.1.5&Suchword=&reference=&UniProtAcc=&organism%5B%5D=Homo+sapiens&show_tm=0"
"BIOTID01854","N-hydroxy-2-amino-6-methyldipyrido[1,2-a:3p,2p-d]-imidazole","104998","XGRLYZZMBWLSNE-UHFFFAOYSA-N","InChI=1S/C11H10N4O/c1-7-3-2-6-15-10(7)12-8-4-5-9(14-16)13-11(8)15/h2-6,16H,1H3,(H,13,14)","SULT1A1","O-sulfonation","Human Phase II","Human","NULL","NULL","OIPHNBSYKGNFRJ-UHFFFAOYSA-N","InChI=1S/C11H10N4O4S/c1-7-3-2-6-15-10(7)12-8-4-5-9(13-11(8)15)14-19-20(16,17)18/h2-6H,1H3,(H,13,14)(H,16,17,18)","Rendic, S. et al. 2012; Contributions of Human Enzymes in Carcinogen Metabolism Slobodan Rendic1,* and F. Peter Guengerich; Chem Res Toxicol. 2012 July 16; 25(7): 1316Ã¢â‚¬â€œ1383. doi:10.1021/tx300132k"
"BIOTID01855","4-nonylphenol","1752","IGFHQQFPSIBGKE-UHFFFAOYSA-N","InChI=1S/C15H24O/c1-2-3-4-5-6-7-8-9-14-10-12-15(16)13-11-14/h10-13,16H,2-9H2,1H3","SULT1C1; SULT1C2","O-sulfonation","Human Phase II","Human","NULL","18186063","CQGBQHVFCCEEPW-UHFFFAOYSA-N","InChI=1S/C15H24O4S/c1-2-3-4-5-6-7-8-9-14-10-12-15(13-11-14)19-20(16,17)18/h10-13H,2-9H2,1H3,(H,16,17,18)","PMID:645675"
"BIOTID01856","Tizanidine M6","NULL","COUBTDJHGNWOFR-UHFFFAOYSA-N","InChI=1S/C9H8ClN5OS/c10-4-3-5(16)7-8(15-17-14-7)6(4)13-9-11-1-2-12-9/h3,16H,1-2H2,(H2,11,12,13)","UGT","O-glucuronidation","Human Phase II","Human","NULL","NULL","IGBNEBKYFXFREK-ZAOAHOKWSA-N","InChI=1S/C15H16ClN5O7S/c16-4-3-5(27-14-11(24)9(22)10(23)12(28-14)13(25)26)7-8(21-29-20-7)6(4)19-15-17-1-2-18-15/h3,9-12,14,22-24H,1-2H2,(H,25,26)(H2,17,18,19)/t9-,10-,11+,12-,14?/m0/s1","Wang, and Zhou (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 4066-4218"
"BIOTID01857","Tizanidine M6","NULL","COUBTDJHGNWOFR-UHFFFAOYSA-N","InChI=1S/C9H8ClN5OS/c10-4-3-5(16)7-8(15-17-14-7)6(4)13-9-11-1-2-12-9/h3,16H,1-2H2,(H2,11,12,13)","SULT","O-sulfonation","Human Phase II","Human","NULL","NULL","JPCZEGIHCYSSMV-UHFFFAOYSA-N","InChI=1S/C9H8ClN5O4S2/c10-4-3-5(19-21(16,17)18)7-8(15-20-14-7)6(4)13-9-11-1-2-12-9/h3H,1-2H2,(H2,11,12,13)(H,16,17,18)","Wang, and Zhou (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 4066-4218"
