Name,InChIKey,InChI,PubChem_CID,SMILES,Synonym1,Synonym2
"(2S,3S,4S,5R)-6-[acetyl-(3-methyl-5-phenylpyridin-2-yl)amino]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",VGBLERPZXYBDLR-YEBSBHECSA-N,"InChI=1S/C20H22N2O8/c1-10-8-13(12-6-4-3-5-7-12)9-21-18(10)22(11(2)23)30-20-16(26)14(24)15(25)17(29-20)19(27)28/h3-9,14-17,20,24-26H,1-2H3,(H,27,28)/t14-,15-,16+,17-,20?/m0/s1",154700016,Cc1cc(cnc1N(C(=O)C)OC1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O)c1ccccc1,,
5-[2-[2-(2-ethoxy-5-hydroxyphenoxy)ethylamino]propyl]-2-methoxybenzenesulfonamide,VGTTUYQIYLNEKU-UHFFFAOYSA-N,"InChI=1S/C20H28N2O6S/c1-4-27-17-8-6-16(23)13-19(17)28-10-9-22-14(2)11-15-5-7-18(26-3)20(12-15)29(21,24)25/h5-8,12-14,22-23H,4,9-11H2,1-3H3,(H2,21,24,25)",154700017,CCOc1ccc(cc1OCCNC(C)Cc1ccc(c(c1)S(=O)(=O)N)OC)O,,
"17-ethynyl-7,17-dihydroxy-13-methyl-11-methylidene-2,6,7,8,9,10,12,14-octahydro-1H-cyclopenta[a]phenanthren-3-one",VHZCGNWEJWYMGP-UHFFFAOYSA-N,"InChI=1S/C21H24O3/c1-4-21(24)8-7-16-19-17(23)10-13-9-14(22)5-6-15(13)18(19)12(2)11-20(16,21)3/h1,7-9,15-19,23-24H,2,5-6,10-11H2,3H3",154700018,C#CC1(C=CC2C3C(CC4=CC(=O)CCC4C3C(=C)CC12C)O)O,,
"(2S,3S,4S,5R)-6-[[(3S,4aS,10aR)-3-(diethylsulfamoylamino)-1-propyl-3,4,4a,5,10,10a-hexahydro-2H-benzo[g]quinolin-6-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",VJFXVUZYQUBQJM-UWCLXBPASA-N,"InChI=1S/C26H41N3O9S/c1-4-10-28-14-17(27-39(35,36)29(5-2)6-3)11-16-12-18-15(13-19(16)28)8-7-9-20(18)37-26-23(32)21(30)22(31)24(38-26)25(33)34/h7-9,16-17,19,21-24,26-27,30-32H,4-6,10-14H2,1-3H3,(H,33,34)/t16-,17+,19-,21+,22+,23-,24+,26?/m1/s1",154700019,CCCN1C[C@H](C[C@@H]2Cc3c(cccc3OC3[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O3)O)O)O)C[C@@H]12)NS(=O)(=O)N(CC)CC,,
etoposide,VJJPUSNTGOMMGY-PRPOLQJISA-N,"InChI=1S/C29H32O13/c1-11-36-9-20-27(40-11)24(31)25(32)29(41-20)42-26-14-7-17-16(38-10-39-17)6-13(14)21(22-15(26)8-37-28(22)33)12-4-18(34-2)23(30)19(5-12)35-3/h4-7,11,15,20-22,24-27,29-32H,8-10H2,1-3H3/t11-,15+,20+,21-,22+,24+,25-,26+,27+,29-/m1/s1",154700020,C[C@@H]1OC[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)O[C@H]2c3cc4c(cc3[C@@H](c3cc(c(c(c3)OC)O)OC)[C@@H]3[C@@H]2COC3=O)OCO4)O)O)O1,,
"3p-Benzyloxy-5-hydroxy-3,4p-dimethoxyflavone, 7-O-glucuronide",VKLOPIOKVYIWJA-IRODMLLSSA-N,"InChI=1S/C30H28O13/c1-38-18-9-8-15(10-19(18)40-13-14-6-4-3-5-7-14)26-27(39-2)22(32)21-17(31)11-16(12-20(21)42-26)41-30-25(35)23(33)24(34)28(43-30)29(36)37/h3-12,23-25,28,30-31,33-35H,13H2,1-2H3,(H,36,37)/t23-,24-,25+,28-,30+/m0/s1",154700021,COc1ccc(cc1OCc1ccccc1)c1c(c(=O)c2c(cc(cc2o1)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O)O)OC,,
"(2S,3S,4S,5R)-3,4,5-trihydroxy-6-[5-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxochromen-7-yl]oxyoxane-2-carboxylic acid",VLYLVFHVHHGXHX-QAKXDBDYSA-N,"InChI=1S/C22H20O12/c1-31-14-4-8(2-3-10(14)23)13-7-12(25)16-11(24)5-9(6-15(16)33-13)32-22-19(28)17(26)18(27)20(34-22)21(29)30/h2-7,17-20,22-24,26-28H,1H3,(H,29,30)/t17-,18-,19+,20-,22?/m0/s1",154700022,COc1cc(ccc1O)c1cc(=O)c2c(cc(cc2o1)OC1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O)O,,
2-[(2-chloro-4-hydroxyphenyl)-hydroxymethyl]-3-methoxy-2H-furan-5-one,VMJWYCJTSQOPBI-UHFFFAOYSA-N,"InChI=1S/C12H11ClO5/c1-17-9-5-10(15)18-12(9)11(16)7-3-2-6(14)4-8(7)13/h2-5,11-12,14,16H,1H3",154700023,COC1=CC(=O)OC1C(c1ccc(cc1Cl)O)O,,
EHAMC,VMNKFSGMVYPKAC-UHFFFAOYSA-N,"InChI=1S/C12H13NO3/c1-2-13-7-8-5-12(15)16-11-6-9(14)3-4-10(8)11/h3-6,13-14H,2,7H2,1H3",154700024,CCNCc1cc(=O)oc2cc(ccc12)O,,
"2-[2-(2,6-dichloro-4-sulfooxyanilino)phenyl]acetic acid",VMRXAZSKKNZVAC-UHFFFAOYSA-N,"InChI=1S/C14H11Cl2NO6S/c15-10-6-9(23-24(20,21)22)7-11(16)14(10)17-12-4-2-1-3-8(12)5-13(18)19/h1-4,6-7,17H,5H2,(H,18,19)(H,20,21,22)",154700025,c1ccc(c(c1)CC(=O)O)Nc1c(cc(cc1Cl)OS(=O)(=O)O)Cl,,
2-Hydroxynordoxepin,VOSZEQAEJIINHX-GIDUJCDVSA-N,"InChI=1S/C18H19NO2/c1-19-10-4-6-15-16-5-2-3-7-18(16)21-12-13-8-9-14(20)11-17(13)15/h2-3,5-9,11,19-20H,4,10,12H2,1H3/b15-6+",154700027,CNCC/C=C/1\c2ccccc2OCc2ccc(cc12)O,,
"(2S,3S,4S,5R)-6-[acetyl(9H-fluoren-2-yl)amino]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",VPBPTHOOANATTD-DAZJWRSOSA-N,"InChI=1S/C21H21NO8/c1-10(23)22(30-21-18(26)16(24)17(25)19(29-21)20(27)28)13-6-7-15-12(9-13)8-11-4-2-3-5-14(11)15/h2-7,9,16-19,21,24-26H,8H2,1H3,(H,27,28)/t16-,17-,18+,19-,21?/m0/s1",154700028,CC(=O)N(c1ccc2c(Cc3ccccc23)c1)OC1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O,,
"(2S,3S,4S,5R)-6-[2-(3,4-dihydroxyphenyl)-7-hydroxy-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",VPQMCNFLPZDUNL-MBIBTLSJSA-N,"InChI=1S/C21H18O12/c22-8-2-3-9-12(6-8)31-17(7-1-4-10(23)11(24)5-7)18(13(9)25)32-21-16(28)14(26)15(27)19(33-21)20(29)30/h1-6,14-16,19,21-24,26-28H,(H,29,30)/t14-,15-,16+,19-,21?/m0/s1",154700029,c1cc(c(cc1c1c(c(=O)c2ccc(cc2o1)O)OC1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O)O)O,,
"(9Z,11S,12Z)-11-[(2R)-2-[[(4S)-4-amino-4-carboxybutanoyl]amino]-3-(carboxymethylamino)-3-oxopropyl]sulfanylperoxyoctadeca-9,12-dienoic acid",VQJMATDSMKWHGW-CBSAECKWSA-N,"InChI=1S/C28H47N3O10S/c1-2-3-4-8-11-14-21(15-12-9-6-5-7-10-13-16-25(33)34)40-41-42-20-23(27(37)30-19-26(35)36)31-24(32)18-17-22(29)28(38)39/h11-12,14-15,21-23H,2-10,13,16-20,29H2,1H3,(H,30,37)(H,31,32)(H,33,34)(H,35,36)(H,38,39)/b14-11-,15-12-/t21-,22-,23-/m0/s1",154700030,CCCCC/C=C\[C@@H](/C=C\CCCCCCCC(=O)O)OOSC[C@@H](C(=NCC(=O)O)O)N=C(CC[C@@H](C(=O)O)N)O,,
"(9Z,11R,12Z)-11-[(2R)-2-[[(4S)-4-amino-4-carboxybutanoyl]amino]-3-(carboxymethylamino)-3-oxopropyl]sulfanylperoxyoctadeca-9,12-dienoic acid",VQJMATDSMKWHGW-JCQSMXKYSA-N,"InChI=1S/C28H47N3O10S/c1-2-3-4-8-11-14-21(15-12-9-6-5-7-10-13-16-25(33)34)40-41-42-20-23(27(37)30-19-26(35)36)31-24(32)18-17-22(29)28(38)39/h11-12,14-15,21-23H,2-10,13,16-20,29H2,1H3,(H,30,37)(H,31,32)(H,33,34)(H,35,36)(H,38,39)/b14-11-,15-12-/t21-,22+,23+/m1/s1",154700031,CCCCC/C=C\[C@H](/C=C\CCCCCCCC(=O)O)OOSC[C@@H](C(=NCC(=O)O)O)N=C(CC[C@@H](C(=O)O)N)O,,
"3-[(4-hydroxyfuran-2-yl)methyl]-1,7,8-trimethylpurine-2,6-dione",VQJXXSJFJDVJED-UHFFFAOYSA-N,"InChI=1S/C13H14N4O4/c1-7-14-11-10(15(7)2)12(19)16(3)13(20)17(11)5-9-4-8(18)6-21-9/h4,6,18H,5H2,1-3H3",154700032,Cc1nc2c(c(=O)n(C)c(=O)n2Cc2cc(co2)O)n1C,,
"N-tert-butyl-1-[2-hydroxy-5-[(2-hydroxy-2,3-dihydro-1H-inden-1-yl)amino]-4-[(4-hydroxyphenyl)methyl]-5-oxopentyl]-4-(pyridin-3-ylmethyl)piperazine-2-carboxamide",VSRLPVFLWVQTHB-UHFFFAOYSA-N,"InChI=1S/C36H47N5O5/c1-36(2,3)39-35(46)31-23-40(21-25-7-6-14-37-20-25)15-16-41(31)22-29(43)18-27(17-24-10-12-28(42)13-11-24)34(45)38-33-30-9-5-4-8-26(30)19-32(33)44/h4-14,20,27,29,31-33,42-44H,15-19,21-23H2,1-3H3,(H,38,45)(H,39,46)",154700033,CC(C)(C)N=C(C1CN(CCN1CC(CC(Cc1ccc(cc1)O)C(=NC1c2ccccc2CC1O)O)O)Cc1cccnc1)O,,
Normorphine,VTJHNWBFCNJIRW-UHFFFAOYSA-N,"InChI=1S/C16H17NO3/c18-11-3-1-8-5-9-6-17-7-16-10(9)2-4-12(19)15(16)20-14(11)13(8)16/h1-4,9-10,12,15,17-19H,5-7H2",154700034,c1cc(c2c3c1CC1CNCC43C1C=CC(C4O2)O)O,,
"(2S,3S,4S,5R)-3,4,5-trihydroxy-6-[(2,2,4-trimethyl-3-oxo-1-bicyclo[2.2.1]heptanyl)oxy]oxane-2-carboxylic acid",VVWUPIMWCSAYJM-IVSAUMCASA-N,"InChI=1S/C16H24O8/c1-14(2)13(22)15(3)4-5-16(14,6-15)24-12-9(19)7(17)8(18)10(23-12)11(20)21/h7-10,12,17-19H,4-6H2,1-3H3,(H,20,21)/t7-,8-,9+,10-,12?,15?,16?/m0/s1",154700035,CC1(C)C(=O)C2(C)CCC1(C2)OC1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O,,
Ketobemidone sulfate,VXBQULGKHFXBBF-UHFFFAOYSA-N,"InChI=1S/C15H21NO5S/c1-3-14(17)15(7-9-16(2)10-8-15)12-5-4-6-13(11-12)21-22(18,19)20/h4-6,11H,3,7-10H2,1-2H3,(H,18,19,20)",154700036,CCC(=O)C1(CCN(C)CC1)c1cccc(c1)OS(=O)(=O)O,,
Afloqualone N-glucuronide,VYGBGLNICWUQHO-UHFFFAOYSA-N,"InChI=1S/C22H22FN3O7/c1-10-4-2-3-5-14(10)26-15(9-23)25-13-7-6-11(8-12(13)21(26)30)24-20-18(29)16(27)17(28)19(33-20)22(31)32/h2-8,16-20,24,27-29H,9H2,1H3,(H,31,32)",154700037,Cc1ccccc1n1c(CF)nc2ccc(cc2c1=O)NC1C(C(C(C(C(=O)O)O1)O)O)O,,
"dibenzo[a,l]pyrene-11-ol, 12-O-glucuronide",VYNUATGPWOYQRU-NEOPOEGOSA-N,"InChI=1S/C30H22O8/c31-24-19-12-14-9-8-13-4-3-7-16-15-5-1-2-6-17(15)23(22(14)21(13)16)18(19)10-11-20(24)37-30-27(34)25(32)26(33)28(38-30)29(35)36/h1-12,25-28,30-34H,(H,35,36)/t25-,26-,27+,28-,30+/m0/s1",154700038,c1ccc2c(c1)c1cccc3ccc4cc5c(ccc(c5O)O[C@H]5[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O5)O)O)O)c2c4c13,,
S-(alachlor)glutathione,WAAUWKSMOLRUDH-UHFFFAOYSA-N,"InChI=1S/C24H36N4O8S/c1-4-15-7-6-8-16(5-2)22(15)28(14-36-3)20(30)13-37-12-18(23(33)26-11-21(31)32)27-19(29)10-9-17(25)24(34)35/h6-8,17-18H,4-5,9-14,25H2,1-3H3,(H,26,33)(H,27,29)(H,31,32)(H,34,35)",154700039,CCc1cccc(CC)c1N(COC)C(=O)CSCC(C(=NCC(=O)O)O)N=C(CCC(C(=O)O)N)O,,
"(2S,3S,4S,5R)-6-(4-butan-2-ylphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",WBBFDIVHFXZWBL-NECYTEFCSA-N,"InChI=1S/C16H22O7/c1-3-8(2)9-4-6-10(7-5-9)22-16-13(19)11(17)12(18)14(23-16)15(20)21/h4-8,11-14,16-19H,3H2,1-2H3,(H,20,21)/t8?,11-,12-,13+,14-,16?/m0/s1",154700040,CCC(C)c1ccc(cc1)OC1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O,,
"[4-[[6,7-bis(2-methoxyethoxy)quinazolin-4-yl]amino]-2-ethynylphenyl] hydrogen sulfate",WBMXSWDFNCZNQR-UHFFFAOYSA-N,"InChI=1S/C22H23N3O8S/c1-4-15-11-16(5-6-19(15)33-34(26,27)28)25-22-17-12-20(31-9-7-29-2)21(32-10-8-30-3)13-18(17)23-14-24-22/h1,5-6,11-14H,7-10H2,2-3H3,(H,23,24,25)(H,26,27,28)",154700041,C#Cc1cc(ccc1OS(=O)(=O)O)Nc1c2cc(c(cc2ncn1)OCCOC)OCCOC,,
"(2S,3S,4S,5R)-3,4,5-trihydroxy-6-[[(5R,6S)-6-phenyl-5-[4-(2-pyrrolidin-1-ylethoxy)phenyl]-5,6,7,8-tetrahydronaphthalen-2-yl]oxy]oxane-2-carboxylic acid",WBWCSRRUQKSEDJ-YYPWBVRDSA-N,"InChI=1S/C34H39NO8/c36-29-30(37)32(33(39)40)43-34(31(29)38)42-25-13-15-27-23(20-25)10-14-26(21-6-2-1-3-7-21)28(27)22-8-11-24(12-9-22)41-19-18-35-16-4-5-17-35/h1-3,6-9,11-13,15,20,26,28-32,34,36-38H,4-5,10,14,16-19H2,(H,39,40)/t26-,28+,29+,30+,31-,32+,34?/m1/s1",154700042,c1ccc(cc1)[C@H]1CCc2cc(ccc2[C@H]1c1ccc(cc1)OCCN1CCCC1)OC1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O,,
3-methoxyflavanone 4p-O-glucuronide,WDDSPDYCSXOPOD-DRAIGCMDSA-N,"InChI=1S/C22H22O10/c1-29-19-14(23)12-4-2-3-5-13(12)31-18(19)10-6-8-11(9-7-10)30-22-17(26)15(24)16(25)20(32-22)21(27)28/h2-9,15-20,22,24-26H,1H3,(H,27,28)/t15-,16-,17+,18?,19?,20-,22+/m0/s1",154700043,COC1C(=O)c2ccccc2OC1c1ccc(cc1)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O,,
digitoxin,WDJUZGPOPHTGOT-UWWSFERISA-N,"InChI=1S/C41H64O13/c1-20-36(46)29(42)16-34(49-20)53-38-22(3)51-35(18-31(38)44)54-37-21(2)50-33(17-30(37)43)52-25-8-11-39(4)24(15-25)6-7-28-27(39)9-12-40(5)26(10-13-41(28,40)47)23-14-32(45)48-19-23/h14,20-22,24-31,33-38,42-44,46-47H,6-13,15-19H2,1-5H3/t20-,21-,22-,24-,25+,26-,27+,28-,29+,30+,31+,33+,34-,35+,36-,37-,38-,39+,40-,41+/m1/s1",154700044,C[C@@H]1[C@H]([C@H](C[C@H](O1)O[C@@H]1[C@@H](C)O[C@H](C[C@@H]1O)O[C@@H]1[C@@H](C)O[C@H](C[C@@H]1O)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1)O)O,,
13-Desmethyl_fk_506,WDXIEWFELKAMEX-XMKWMFEPSA-N,"InChI=1S/C42H65NO12/c1-8-11-29-17-23(2)16-24(3)18-34(47)37(48)36-20-26(5)42(52,55-36)39(49)40(50)43-15-10-9-12-30(43)41(51)54-38(27(6)32(45)22-33(29)46)25(4)19-28-13-14-31(44)35(21-28)53-7/h8,17,19,24,26-32,34-38,44-45,47-48,52H,1,9-16,18,20-22H2,2-7H3/b23-17+,25-19+",154700045,C=CCC1/C=C(\C)/CC(C)CC(C(C2CC(C)C(C(=O)C(=O)N3CCCCC3C(=O)OC(/C(=C/C3CCC(C(C3)OC)O)/C)C(C)C(CC1=O)O)(O)O2)O)O,,
"(2S,3S,4S,5R)-3,4,5-trihydroxy-6-(3-methyl-4-oxo-2-phenylchromen-7-yl)oxyoxane-2-carboxylic acid",WFAROJVCARSBGP-ICNUUSJMSA-N,"InChI=1S/C22H20O9/c1-10-15(23)13-8-7-12(9-14(13)30-19(10)11-5-3-2-4-6-11)29-22-18(26)16(24)17(25)20(31-22)21(27)28/h2-9,16-18,20,22,24-26H,1H3,(H,27,28)/t16-,17-,18+,20-,22?/m0/s1",154700046,Cc1c(=O)c2ccc(cc2oc1c1ccccc1)OC1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O,,
"(2S,3S,4S,5R)-6-[(3,8-dimethylimidazo[4,5-f]quinoxalin-2-yl)amino]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",WGRHCMQDFHKVDC-AKFOCJAPSA-N,"InChI=1S/C17H19N5O7/c1-6-5-18-7-3-4-8-10(9(7)19-6)20-17(22(8)2)21-29-16-13(25)11(23)12(24)14(28-16)15(26)27/h3-5,11-14,16,23-25H,1-2H3,(H,20,21)(H,26,27)/t11-,12-,13+,14-,16?/m0/s1",154700047,Cc1cnc2ccc3c(c2n1)nc(NOC1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O)n3C,,
"(2S,3S,4S,5R)-6-[2-[2-(4-chlorophenyl)-6,6-dimethyl-1-phenyl-5,7-dihydropyrrolizin-3-yl]acetyl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",WHKFJCYVPLCOGR-TXZJZKILSA-N,"InChI=1S/C29H30ClNO8/c1-29(2)13-19-22(15-6-4-3-5-7-15)21(16-8-10-17(30)11-9-16)18(31(19)14-29)12-20(32)38-28-25(35)23(33)24(34)26(39-28)27(36)37/h3-11,23-26,28,33-35H,12-14H2,1-2H3,(H,36,37)/t23-,24-,25+,26-,28?/m0/s1",154700048,CC1(C)Cc2c(c3ccccc3)c(c3ccc(cc3)Cl)c(CC(=O)OC3[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O3)O)O)O)n2C1,,
"(2S,3S,4S,5R)-3,4,5-trihydroxy-6-[2-[(1R,4R,5R)-4-methyl-3-oxo-1-bicyclo[3.1.0]hexanyl]propan-2-yloxy]oxane-2-carboxylic acid",WHRPFNIQYJHGRX-PWKOIPFUSA-N,"InChI=1S/C16H24O8/c1-6-7-4-16(7,5-8(6)17)15(2,3)24-14-11(20)9(18)10(19)12(23-14)13(21)22/h6-7,9-12,14,18-20H,4-5H2,1-3H3,(H,21,22)/t6-,7-,9+,10+,11-,12+,14?,16-/m1/s1",154700049,C[C@@H]1[C@H]2C[C@]2(CC1=O)C(C)(C)OC1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O,,
"(2S,3S,4S,5R)-3,4,5-trihydroxy-6-[2-[(1R,4S,5R)-4-methyl-3-oxo-1-bicyclo[3.1.0]hexanyl]propan-2-yloxy]oxane-2-carboxylic acid",WHRPFNIQYJHGRX-RZLXBWJHSA-N,"InChI=1S/C16H24O8/c1-6-7-4-16(7,5-8(6)17)15(2,3)24-14-11(20)9(18)10(19)12(23-14)13(21)22/h6-7,9-12,14,18-20H,4-5H2,1-3H3,(H,21,22)/t6-,7+,9-,10-,11+,12-,14?,16+/m0/s1",154700050,C[C@H]1[C@H]2C[C@]2(CC1=O)C(C)(C)OC1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O,,
"(2S,3S,4S,5R)-6-[5-[(1S)-1-(2,3-dimethylphenyl)ethyl]imidazol-1-yl]-3,4,5-trihydroxyoxane-2-carboxylic acid",WITSQVDDNFJZMV-FJMDGSOVSA-N,"InChI=1S/C19H24N2O6/c1-9-5-4-6-12(10(9)2)11(3)13-7-20-8-21(13)18-16(24)14(22)15(23)17(27-18)19(25)26/h4-8,11,14-18,22-24H,1-3H3,(H,25,26)/t11-,14-,15-,16+,17-,18?/m0/s1",154700051,Cc1cccc(c1C)[C@H](C)c1cncn1C1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O,,
cyclic N-Acetylserotonin,WJJVDJLKISXDQN-UHFFFAOYSA-N,"InChI=1S/C12H12N2O2/c1-7(15)14-5-4-9-10-6-8(16)2-3-11(10)13-12(9)14/h2-3,6,13,16H,4-5H2,1H3",154700052,CC(=O)N1CCc2c3cc(ccc3[nH]c12)O,,
8-Hydroxy-mirtazapine,WKBHWUSDTGYZBT-UHFFFAOYSA-N,"InChI=1S/C17H19N3O/c1-19-8-9-20-15(11-19)14-5-3-2-4-12(14)10-13-6-7-16(21)18-17(13)20/h2-7,15H,8-11H2,1H3,(H,18,21)",154700053,CN1CCN2C(C1)c1ccccc1Cc1ccc(nc21)O,,
"(2S,3S,4S,5R)-3,4,5-trihydroxy-6-[(2S)-2-(6-hydroxynaphthalen-2-yl)propanoyl]oxyoxane-2-carboxylic acid",WKYUVCYFVJKWHF-JSKICXPDSA-N,"InChI=1S/C19H20O9/c1-8(9-2-3-11-7-12(20)5-4-10(11)6-9)18(26)28-19-15(23)13(21)14(22)16(27-19)17(24)25/h2-8,13-16,19-23H,1H3,(H,24,25)/t8-,13-,14-,15+,16-,19?/m0/s1",154700054,C[C@@H](c1ccc2cc(ccc2c1)O)C(=O)OC1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O,,
BHAMC,WLMCNDYSKYNNLU-UHFFFAOYSA-N,"InChI=1S/C14H17NO3/c1-2-3-6-15-9-10-7-14(17)18-13-8-11(16)4-5-12(10)13/h4-5,7-8,15-16H,2-3,6,9H2,1H3",154700055,CCCCNCc1cc(=O)oc2cc(ccc12)O,,
"(2S,3S,4S,5R)-3,4,5-trihydroxy-6-[1-methyl-4-(8-oxo-6-thiatricyclo[8.4.0.03,7]tetradeca-1(14),3(7),4,10,12-pentaen-2-ylidene)piperidin-1-ium-1-yl]oxane-2-carboxylic acid",WLTPAELNPGRIGG-ZHTAWDLNSA-O,"InChI=1S/C25H27NO7S/c1-26(24-21(30)19(28)20(29)22(33-24)25(31)32)9-6-13(7-10-26)18-15-5-3-2-4-14(15)12-17(27)23-16(18)8-11-34-23/h2-5,8,11,19-22,24,28-30H,6-7,9-10,12H2,1H3/p+1/b18-13-/t19-,20-,21+,22-,24?,26?/m0/s1",154700056,C[N+]1(CC/C(=C/2\c3ccccc3CC(=O)c3c2ccs3)/CC1)C1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O,,
"(-)-Epigallocatechin gallate, 3p-hydroxy-glucuronide",WNLLMSQFYPFJGS-ZCRVWPRHSA-N,"InChI=1S/C28H26O17/c29-10-5-12(30)11-7-18(43-27(41)9-2-13(31)19(34)14(32)3-9)24(42-16(11)6-10)8-1-15(33)20(35)17(4-8)44-28-23(38)21(36)22(37)25(45-28)26(39)40/h1-6,18,21-25,28-38H,7H2,(H,39,40)/t18-,21+,22+,23-,24-,25+,28-/m1/s1",154700057,c1c(cc(c(c1O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O)[C@@H]1[C@@H](Cc2c(cc(cc2O1)O)O)OC(=O)c1cc(c(c(c1)O)O)O,,
aminopyrine,WOEUPEKLVDSCQN-UHFFFAOYSA-N,"InChI=1S/C12H15N3O/c1-13(2)11-9-14(3)15(12(11)16)10-7-5-4-6-8-10/h4-9H,1-3H3",154700058,CN(C)c1cn(C)n(c2ccccc2)c1=O,,
Chlorpromazine N-glucuronide,WOWWOPLXFLBDAN-UHFFFAOYSA-O,"InChI=1S/C23H27ClN2O6S/c1-26(2,22-20(29)18(27)19(28)21(32-22)23(30)31)11-5-10-25-14-6-3-4-7-16(14)33-17-9-8-13(24)12-15(17)25/h3-4,6-9,12,18-22,27-29H,5,10-11H2,1-2H3/p+1",154700059,C[N+](C)(CCCN1c2ccccc2Sc2ccc(cc12)Cl)C1C(C(C(C(C(=O)O)O1)O)O)O,,
16beta-Hydroxy-estrone,WPOCIZJTELRQMF-CCIOVHFFSA-N,"InChI=1S/C18H22O3/c1-18-7-6-13-12-5-3-11(19)8-10(12)2-4-14(13)15(18)9-16(20)17(18)21/h3,5,8,13-16,19-20H,2,4,6-7,9H2,1H3/t13-,14?,15+,16+,18+/m1/s1",154700060,C[C@]12CC[C@@H]3c4ccc(cc4CCC3[C@@H]1C[C@@H](C2=O)O)O,,
16alpha-Hydroxy-estrone,WPOCIZJTELRQMF-DIYRONQZSA-N,"InChI=1S/C18H22O3/c1-18-7-6-13-12-5-3-11(19)8-10(12)2-4-14(13)15(18)9-16(20)17(18)21/h3,5,8,13-16,19-20H,2,4,6-7,9H2,1H3/t13-,14?,15+,16-,18+/m1/s1",154700061,C[C@]12CC[C@@H]3c4ccc(cc4CCC3[C@@H]1C[C@H](C2=O)O)O,,
"[(11E,13E)-10-acetyloxy-6-[5-(4-acetyloxy-5-hydroxy-4,6-dimethyl-5-propanoyloxyoxan-2-yl)oxy-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-5-methoxy-9,16-dimethyl-2-oxo-7-(2-oxoethyl)-1-oxacyclohexadeca-11,13-dien-4-yl] propanoate",WRCOPPWOVNIXRA-FNIFWQFPSA-N,"InChI=1S/C45H71NO18/c1-13-34(50)60-33-23-36(52)56-26(4)18-16-15-17-19-32(59-29(7)48)25(3)22-31(20-21-47)41(42(33)55-12)62-43-39(53)38(46(10)11)40(27(5)57-43)61-37-24-44(9,63-30(8)49)45(54,28(6)58-37)64-35(51)14-2/h15-17,19,21,25-28,31-33,37-43,53-54H,13-14,18,20,22-24H2,1-12H3/b16-15+,19-17+",154700062,CCC(=O)OC1CC(=O)OC(C)C/C=C/C=C/C(C(C)CC(CC=O)C(C1OC)OC1C(C(C(C(C)O1)OC1CC(C)(C(C(C)O1)(O)OC(=O)CC)OC(=O)C)N(C)C)O)OC(=O)C,,
O-Desmethyl-2p-hydroxy-Indomethacin phenethylamide,WTKXBAMDBPYRKN-UHFFFAOYSA-N,"InChI=1S/C26H23ClN2O4/c1-16-21(14-25(32)28-15-24(31)17-5-3-2-4-6-17)22-13-20(30)11-12-23(22)29(16)26(33)18-7-9-19(27)10-8-18/h2-13,24,30-31H,14-15H2,1H3,(H,28,32)",154700063,Cc1c(CC(=NCC(c2ccccc2)O)O)c2cc(ccc2n1C(=O)c1ccc(cc1)Cl)O,,
