Predecessor_CID,Predecessor_Name,Successor_CID,Successor_Name,Transformation,Biosystem,Enzyme,Source_ID,Source,Source_Description,Dataset_DOI,Dataset_Description,Evidence_ID,Evidence_Description
10359957,"(6-methoxy-1H-indol-3-yl)-(3,4,5-trimethoxyphenyl)methanone",154699494,"(3-hydroxy-4,5-dimethoxyphenyl)-(6-hydroxy-1H-indol-3-yl)methanone",O-Demethylation / Human Phase I,Human,CYP2C9;CYP2C19;CYP2D6;CYP2E1;CYP3A4,BIOTID00376,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:17403915
443722,O-Desmethylgalantamine,154699493,"[(1S,12S,14R)-14-hydroxy-4-methyl-11-oxa-4-azatetracyclo[8.6.1.01,12.06,17]heptadeca-6(17),7,9,15-tetraen-9-yl] hydrogen sulfate",O-sulfonation / Human Phase II,Human,SULT,BIOTID02057,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang, and Zhou (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 4066-4218"
9651,galantamine,154699493,"[(1S,12S,14R)-14-hydroxy-4-methyl-11-oxa-4-azatetracyclo[8.6.1.01,12.06,17]heptadeca-6(17),7,9,15-tetraen-9-yl] hydrogen sulfate",O-glucuronidation / Human Phase II,Human,UGT,BIOTID02124,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang, and Zhou (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 4066-4218"
9823781,"invega, invega sustenna, 9-hydroxyrisperidone, paliperidone",154699492,"3-[2-[4-(6-fluoro-1,2-benzoxazol-3-yl)piperidin-1-yl]ethyl]-7,9-dihydroxy-2-methyl-6,7,8,9-tetrahydropyrido[1,2-a]pyrimidin-4-one",Aliphatic Hydroxylation / Human Phase I,Human,CYP2D6,BIOTID00624,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:10482125
154699677,nnal,154699490,"N-(1,3-dihydroxy-4-oxo-4-pyridin-3-ylbutyl)-N-methylnitrous amide",Aliphatic Hydroxylation / Human Phase I,Human,CYP3A4,BIOTID00757,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:9029045
112230,3p-Hydroxy-diclofenac,154699489,"(2S,3S,4S,5R)-6-[3-[2-(carboxymethyl)anilino]-2,4-dichlorophenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",O-glucuronidation / Human Phase II,Human,UGT,BIOTID01951,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675."
3282572,Homo-Tienilic Alcohol,154699487,"[2,3-dichloro-4-(3-hydroxypropoxy)phenyl]-(5-hydroxythiophen-2-yl)methanone",Aliphatic Hydroxylation / Human Phase I,Human,CYP2C8;CYP2C9;CYP2C19,BIOTID00014,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:10387023
12543919,5-Hydroxy-paeonol,154699485,(2-acetyl-4-hydroxy-5-methoxyphenyl) hydrogen sulfate,O-sulfonation / Human Phase II,Human,SULT,BIOTID01901,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang, and Zhou (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 4066-4218"
60838,irinotecan,154699484,"(2S,3S,4S,5R)-6-[[(19S)-10,19-diethyl-14,18-dioxo-7-(4-piperidin-1-ylpiperidine-1-carbonyl)oxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4(9),5,7,10,15(20)-heptaen-19-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",O-glucuronidation / Human Phase II,Human,UGT,BIOTID01953,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Wu et al. 2011; First-pass metabolism via UDP-glucuronosyltransferase- a barrier to oral bioavailability of phenolics
23274496,"2h-1-benzopyran-2-one, 7-(pentyloxy)-",154699482,7-(1-hydroxypentoxy)chromen-2-one,Aliphatic Hydroxylation / Human Phase I,Human,CYP3A4,BIOTID00159,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:10620357
4292,n-(2-phenylethyl)indomethacin amide,154699481,2-[1-(4-chlorobenzoyl)-5-methoxy-2-methylindol-3-yl]-N-(1-hydroxy-2-phenylethyl)acetamide,Aliphatic Hydroxylation / Human Phase I,Human,CYP3A4,BIOTID00730,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:14709628
5281616,galangin,154699477,"(2S,3S,4S,5R)-6-(5,7-dihydroxy-4-oxo-2-phenylchromen-3-yl)oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",O-glucuronidation / Human Phase II,Human,UGT1A9,BIOTID02001,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI 10.1007/s11095-012-0666-z
26105,Misonidazole,154699475,"(2S,3S,4S,5R)-3,4,5-trihydroxy-6-[1-methoxy-3-(2-nitroimidazol-1-yl)propan-2-yl]oxyoxane-2-carboxylic acid",O-glucuronidation / Human Phase II,Human,UGT,BIOTID01911,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"IARC. Monographs on the Evaluation of the Carcinogenic Risk of Chemicals to Humans. Geneva: World Health Organization, International Agency for Research on Cancer, 1972-PRESENT. (Multivolume work). Available at: http://monographs.iarc.fr/ENG/Classification/index.php p. V71 886 (1999)"
7057975,zinc8660420,154699473,"13-hydroxy-16,17-dimethoxy-6-(2-methyloxiran-2-yl)-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3(11),4(8),9,14,16,18-hexaen-12-one",Epoxidation / Human Phase I,Human,CYP3A4,BIOTID01232,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:15540952
178830,2-hydroxylamino-5-phenylpyridine,154699470,[(5-phenylpyridin-2-yl)amino] hydrogen sulfate,Hydroxylamine O-sulfonation / Human Phase II,Human,SULT1A1,BIOTID01639,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Rendic, S. et al. 2012; Contributions of Human Enzymes in Carcinogen Metabolism Slobodan Rendic1,* and F. Peter Guengerich; Chem Res Toxicol. 2012 July 16; 25(7): 1316-1383. doi:10.1021/tx300132k"
114864,R-Ibuprofen,154699469,"(2S,3S,4S,5R)-3,4,5-trihydroxy-6-[(2R)-2-[4-(2-methylpropyl)phenyl]propanoyl]oxyoxane-2-carboxylic acid",O-glucuronidation of aliphatic acid / Human Phase II,Human,"UGT1A1, UGT1A3, UGTA9, UGT2B4, UGT2B7",BIOTID02120,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675."
9953076,"n,n-diethyl-n'-(1-ethyl-6-methylergolin-8alpha-yl)sulfamide",85629606,"4-ethyl-N-(ethylsulfamoyl)-7-methyl-6,6a,8,9,10,10a-hexahydroindolo[4,3-fg]quinolin-9-amine",N-Dealkylation / Human Phase I,Human,CYP3A4,BIOTID00735,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:1346997
7057975,zinc8660420,77903693,"16-hydroxy-17-methoxy-6-prop-1-en-2-yl-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3(11),4(8),9,14,16,18-hexaen-12-one",O-demethylation / Human Phase I,Human,CYP3A4;CYP2C19,BIOTID01229,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:15540952
129211,tamsulosin,77434192,5-[2-[2-(2-hydroxyphenoxy)ethylamino]propyl]-2-methoxybenzenesulfonamide,O-dealkylation / Human Phase I,Human,CYP3A4,BIOTID00975,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:9849639
104903,tirilazad,77315328,"17-[2-[4-(2,6-dipyrrolidin-1-ylpyrimidin-4-yl)piperazin-1-yl]acetyl]-6-hydroxy-10,13,16-trimethyl-6,7,8,12,14,15,16,17-octahydrocyclopenta[a]phenanthren-3-one",Aliphatic Hydroxylation / Human Phase I,Human,CYP3A4,BIOTID01024,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:8627581
9865776,schembl3207291,77295950,"7-[3-methoxy-4-(methylamino)pyrrolidin-1-yl]-4-oxo-1-(1,3-thiazol-2-yl)-2,3-dihydro-1,8-naphthyridine-3-carboxylic acid",Hydrogenation / Human Phase I,Human,CYP1A2;CYP2D6;CYP3A4,BIOTID00913,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:19074528
93476683,zinc38309998,74603309,"7-[8-(2,2-dimethylbutanoyloxy)-6-hydroxy-2,6-dimethyl-2,7,8,8a-tetrahydro-1H-naphthalen-1-yl]-3,5-dihydroxyheptanoic acid",Aliphatic Hydroxylation / Human Phase I,Human,CYP2C8;CYP3A4;CYP3A5,BIOTID01226,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:9321523
5362440,indinavir,74044491,"1-[4-benzyl-2-hydroxy-5-[(2-hydroxy-2,3-dihydro-1H-inden-1-yl)amino]-5-oxopentyl]-N-tert-butyl-4-[(1-oxidopyridin-1-ium-3-yl)methyl]piperazine-2-carboxamide",N-Oxidation / Human Phase I,Human,CYP3A4,BIOTID00615,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:9175724
5362440,indinavir,73709638,"1-[4-benzyl-5-[(2,3-dihydroxy-2,3-dihydro-1H-inden-1-yl)amino]-2-hydroxy-5-oxopentyl]-N-tert-butyl-4-(pyridin-3-ylmethyl)piperazine-2-carboxamide",Aliphatic Hydroxylation / Human Phase I,Human,CYP3A4,BIOTID00618,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:9175724
448577,"(2S,3R)-3-(4-Hydroxy-phenyl)-2-[4-(2-piperidin-1-yl-ethoxy)-phenyl]-2,3-dihydro-benzo[1,4]oxathiin-6-ol",73085554,"3-(4-hydroxyphenyl)-4-oxo-2-[4-(2-piperidin-1-ylethoxy)phenyl]-2,3-dihydro-1,4lambda4-benzoxathiin-6-ol",S-Oxidation / Human Phase I,Human,CYP3A4,BIOTID00370,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:15833027
776123,decursinol angelate,72802059,"(2,2-dimethyl-8-oxo-3,4-dihydropyrano[3,2-g]chromen-3-yl) 2,3-dimethyloxirane-2-carboxylate",Epoxidation / Human Phase I,Human,CYP2A6,BIOTID00460,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:17620343
154699876,cyclosporine_a,56681139,"33-[(E)-1,6-dihydroxy-2-methylhex-4-enyl]-30-ethyl-1,4,7,10,12,15,19,25,28-nonamethyl-6,9,18,24-tetrakis(2-methylpropyl)-3,21-di(propan-2-yl)-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone",Aliphatic Hydroxylation / Human Phase I,Human,CYP3A4,BIOTID00454,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:15450954
11957,n-nitroso-n-methylaniline (NMPhA),54503076,N-(hydroxymethyl)-N-phenylnitrous amide,Aliphatic Hydroxylation / Human Phase I,Human,CYP2A6,BIOTID00733,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:10837014
33624,timolol,54498257,"4-[4-[3-(tert-butylamino)-2-hydroxypropoxy]-1,2,5-thiadiazol-3-yl]morpholin-2-ol",Aliphatic Hydroxylation / Human Phase I,Human,CYP2D6,BIOTID01023,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:12392820
25805,MNAN,54481488,N-(hydroxymethyl)-N-pentylnitrous amide,Aliphatic Hydroxylation / Human Phase I,Human,CYP2A6;CYP2E1,BIOTID01144,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:9892192
21439,2-aminobenzylalcohol,54460935,(2-aminophenyl)methyl hydrogen sulfate,Sulfation of primary alcohol / Human Phase II,Human,SULT1A1,BIOTID01637,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Rendic, S. et al. 2012; Contributions of Human Enzymes in Carcinogen Metabolism Slobodan Rendic1,* and F. Peter Guengerich; Chem Res Toxicol. 2012 July 16; 25(7): 1316-1383. doi:10.1021/tx300132k"
13529,Hexafluoroisopropanol,54375198,"(2S,3S,4S,5R)-6-(1,1,1,3,3,3-hexafluoropropan-2-yloxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",Alkyl-OH glucuronidation / Human Phase II,Human,UGT,BIOTID01731,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Acta Anaesthesiol Belg. 1996;47(1):7-14; Metabolism and toxicity of the new anesthetic agents.
164603,"2,2-dichloro-2-fluoroethanol",54194876,"(2S,3S,4S,5R)-6-(2,2-dichloro-2-fluoroethoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",O-glucuronidation / Human Phase II,Human,UGT,BIOTID01802,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Tong Z et al; Drug Metabolism and Disposition 26 (7): 711-3 (1998)
7409,alpha-methyl benzyl alcohol,54040250,"(2S,3S,4S,5R)-3,4,5-trihydroxy-6-(1-phenylethoxy)oxane-2-carboxylic acid",O-glucuronidation / Human Phase II,Human,UGT,BIOTID01849,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Belsito, D. et al. (2012); A toxicological and dermatological assessment of aryl alkyl alcohol simple acid ester derivatives when used as fragrance ingredients; Food and Chemical Toxicology 50 (2012) S269-S313"
